name,count,followers,likes,engagement,comments
wirkustwins,2,61978,1206,1.95,23
swellbottle,2,220619,1774,0.80,10
dr_kholodiii,4,3371772,75018,2.22,1927
disneysprings,2,412916,3933,0.95,63
paganiautomobili,2,2295360,38708,1.69,125
hawkarms,2,30363,1099,3.62,11
annieinabottle,2,1123,130,11.58,13
boujeeee,3,158648,NaN,NaN,NaN
aepi_beta_delta,2,179,39,21.79,1
lisagoesvegan,2,43630,821,1.88,42
adventurecatsorg,2,129841,4509,3.47,26
cleoanthony,2,56376,3396,6.02,116
dwa5hington,2,46630,4190,8.99,74
flowrjano,2,8189,569,6.95,4
alicepfeiffer,2,15530,336,2.16,11
nycprimeshot,2,159555,3559,2.23,74
feedtheswimmers,3,30867,1240,4.02,71
lucyand.co,2,227544,1727,0.76,26
sheme._.a,3,5802526,66729,1.15,33982
brookeverne,2,1590,0,0.00,0
luciodirosa,2,3225,268,8.31,8
donalddelahaye,2,11634,769,6.61,16
ricksongraciejj,2,226931,5754,2.54,52
zoppi_drums,2,5337,194,3.64,2
isabella_muenchen,2,954728,61866,6.48,601
awayfromtheoffice,3,27529,2694,9.79,128
healthyhappyandfree,2,1680,57,3.39,1
printler,2,17204,389,2.26,4
samnasri8,2,738843,29447,3.99,1296
mizzchoi,2,57952,619,1.07,8
kylefrost,2,33325,340,1.02,4
guillaumetc,2,10277,450,4.38,9
marianela_etcheberry,2,225,27,12.00,1
rutina_wesley,2,183398,10369,5.65,168
daverudens,2,12819,520,4.06,10
lifehacks,2,166828,NaN,NaN,NaN
backtominimal,2,216812,3340,1.54,93
hellolisalin,2,20612,1065,5.17,41
tartecosmetics,4,7657012,69486,0.91,82795
kirarahappylife,3,744,114,15.32,1
hercampus,2,65308,1936,2.96,45
oimigalouca,2,1215837,0,0.00,0
armandoooj,2,2430,246,10.12,9
electric_luna,2,1581,131,8.29,3
kristicamara,2,1758,118,6.71,4
dajanarads,4,102504,2388,2.33,13
mensfuturism,2,1112598,10443,0.94,90
dotzsoh,3,947655,40285,4.25,816
hannai_me,2,462,0,0.00,0
beenaiya,3,34196,329,0.96,4
anikaaroundtheworld,2,168942,2687,1.59,33
shlohmo,2,58827,2768,4.71,31
volunteerinbali,2,8534,221,2.59,3
_cloze_,2,13776,917,6.66,10
n_18_d_love,2,757,0,0.00,0
gypsysport,2,46658,1081,2.32,7
mt3updates,2,413,23,5.57,7
lataqueriaroma,2,14368,214,1.49,6
drewmccourt,2,1421,90,6.33,3
amandambergstrom,2,824,161,19.54,6
_monpetitamour_,4,8359,755,9.03,46
riia_080513,2,160,44,27.50,0
_____paradise________________,2,118265,3630,3.07,12
kerem_bulbull,2,1985,267,13.45,12
mustafaavci,2,464480,3711,0.80,58
oldcroissant,2,27038,405,1.50,5
kellyleeowens,2,5614,556,9.90,11
marianelaileana,2,982,0,0.00,0
mettehay,2,9513,424,4.46,10
uxigers,2,69128,762,1.10,4
donnguyenknives,3,10449,429,4.11,10
vuhlandes,2,98197,3605,3.67,62
goodfutureclub,2,826,77,9.32,1
nicki_vollmer,2,1356,59,4.35,1
the_fan_of,2,5571,206,3.70,5
jilliantamaki,2,60510,2685,4.44,16
misshattan,2,427972,10075,2.35,72
olafurarnalds,2,83358,6239,7.48,123
im2flawless___,2,2748,0,0.00,0
2lmotmiz,2,10239,927,9.05,56
johnyuyi,2,116375,4812,4.13,38
dwarfmamba,3,2083636,296779,14.24,2670
lakesheezy,2,7540,268,3.55,17
akeeeeeem_,2,1167,343,29.39,4
loom_gallery,2,1429,135,9.45,1
tjdillashaw,2,673645,18112,2.69,123
deborabrosa,2,111121,3926,3.53,43
theatlantic,3,61404,918,1.50,7
aqnb,3,5121,130,2.54,1
cityofmelbourne,2,170192,2302,1.35,28
leebothestampede,2,46731,4619,9.88,33
laurenwl23,2,274,0,0.00,0
miyokos_kitchen,3,65904,1956,2.97,65
nicholasminichiello,2,679,98,14.43,4
dhcjnehxjdj,2,718,0,0.00,0
the_rose_affect,2,85529,664,0.78,9
colinmanderson,2,19916,947,4.75,25
mriahfthihh,2,2751,412,14.98,11
izaakazanei,2,21101,389,1.84,2
annesofielist,2,11145,213,1.91,6
southardknives,2,40625,671,1.65,13
vanderland_design,2,39861,1752,4.40,12
domdomhair,2,381002,8036,2.11,77
robkrar,2,43992,1560,3.55,10
jamieanderson,3,516074,25371,4.92,167
jonburgerman,2,121515,2058,1.69,49
katieboue,3,28416,1888,6.64,35
felixfanatic,2,182,0,0.00,0
yukino_____1208,2,313,76,24.28,0
brandy_the_pug,2,45685,1611,3.53,27
bronya_h,2,86014,9257,10.76,162
howsweeteats,2,232831,3336,1.43,70
poemspost,2,154219,5135,3.33,27
stand_up_video,2,342546,7647,2.23,72
hallchase,2,2046,83,4.06,1
combat.sports,3,914070,31415,3.44,609
nuggets,2,611357,6440,1.05,26
jamienelson6,2,67179,1749,2.60,41
natashita80,2,105,19,18.10,0
larissakatelingerie,2,18104,395,2.18,6
geturmindright92,3,31336,813,2.59,17
katgraham,2,4557446,126543,2.78,523
fortheloveof_mum,2,1945,46,2.37,5
world_embroidery,3,102180,1916,1.88,14
darlingescapes,2,203152,5294,2.61,147
hungrynyc,2,209267,3319,1.59,39
shantal,2,522067,11714,2.24,88
nicholaskole,2,82164,8132,9.90,121
alexiskenzie,2,74009,3561,4.81,9
nawalbengholam,2,3362,191,5.68,13
theyogapeople,3,7118,NaN,NaN,NaN
sad_prince,2,1028,85,8.27,3
fasttips,2,662506,NaN,NaN,NaN
oleshkoaleksandr,2,139515,791,0.57,10
sveta_grishakova,2,113773,5428,4.77,210
instagood,2,865798,5756,0.66,46
hol_fox,2,243939,5140,2.11,46
daniela_kocianova,2,5372,229,4.26,7
charlottebridgeman,2,196698,6639,3.38,144
adrianahughes,3,304236,11325,3.72,101
shopmercimilo,2,7557,152,2.01,7
tonastell,2,4737,195,4.12,4
charlieimmer,2,74345,2331,3.14,14
camillamalm,2,28656,643,2.24,49
lululemonla,2,18870,429,2.27,6
castlecrumbld,2,634,NaN,NaN,NaN
steffen.grap,2,12681,781,6.16,5
devin.braley,2,527,0,0.00,0
katiecrewe,2,694372,30710,4.42,415
zaccmilne,2,48941,2862,5.85,15
waterthruskin,3,47053,2061,4.38,34
priya.p.varrier,4,5095058,1295133,25.42,14784
staceyyallen,2,105842,6964,6.58,110
mauriziomonti,2,7063,206,2.92,2
cali.vita,2,18064,1164,6.44,53
dailymail,2,404955,2557,0.63,225
teafalcon,2,63563,3072,4.83,36
kathebbss,2,79087,3463,4.38,7
icemikeloveasia,2,1160844,48545,4.18,735
bobbyhundreds,2,177906,2302,1.29,68
camtime.sa,2,54403,84,0.15,5
_iamtxs,2,69285,4274,6.17,323
wptoure2t,4,36739,1254,3.41,19
olgabuzova_design,2,713412,2708,0.38,19
ultrarunnermoreno,2,1062,0,0.00,0
amnestyusa,2,21712,493,2.27,8
kimkardashian,18,108744887,1951061,1.79,12700
shirlenequigley,2,43146,1241,2.88,16
pastoraleman_,2,38702,1687,4.36,10
greatercomedy,3,5465937,47909,0.88,9857
theroyceproject,2,6729,215,3.20,22
cdumae,2,422,0,0.00,0
thamesandhudson,2,13626,93,0.68,2
itsmanalshaikh,2,1637825,6288,0.38,153
physics,2,806109,NaN,NaN,NaN
its_j_o_a_n_n_a,2,1712,36,2.10,1
showmetheravi,2,10844,357,3.29,15
slutwhisperer,2,972237,16533,1.70,1099
marktheshark,2,102195,804,0.79,18
speedsuspects,2,734851,10855,1.48,20
the_beauty_banks,2,6314,149,2.36,7
emfitlife_,2,8649,0,0.00,0
fairfashionmagazine,2,8668,414,4.78,24
zeppelinhamilton,2,19843,1685,8.49,16
fraubauerfeind,2,42271,1118,2.64,18
gusttavolima,2,10770167,311243,2.89,6455
nlyonne,2,894977,18769,2.10,257
sarcasm_only,4,11905177,180787,1.52,5773
mustafa_mohmod_16,3,5099,524,10.28,51
sahalperen,2,940731,60241,6.40,16069
uae_barq,2,1329055,2909,0.22,42
squaremeal.co.uk,2,23871,69,0.29,3
homixide_beno,2,4402,0,0.00,0
lambo_vish,2,21896,760,3.47,12
rainetauber,2,5720,136,2.38,6
lovemicorazon,2,115410,3384,2.93,135
priorityrecords,2,20461,130,0.64,6
guybourdinofficial,2,32455,1629,5.02,11
annamikac,2,63475,834,1.31,39
lucernaga,2,230,0,0.00,0
lesliedurso,2,22634,602,2.66,35
vs.mayar,2,219740,2017,0.92,185
shkola_shopinga,2,1001582,25001,2.50,268
andreas_quartier,2,555,56,10.09,4
ethcs,2,22468,1211,5.39,28
irais.bn,2,21218,1189,5.60,39
willyu0131,2,26109,1512,5.79,20
yusril_maldini,2,490,121,24.69,5
georgiamayjagger,2,872383,8078,0.93,61
talamof,2,624,0,0.00,0
ayaanapatel,3,343,0,0.00,0
itsdimondosworld,2,263441,18753,7.12,166
texa55,2,3190,250,7.84,6
daily_kitty_cat,2,41831,2844,6.80,126
postmalone,7,7718123,892428,11.56,6262
alexandriabasso,2,5979,0,0.00,0
superootoro,2,1722,321,18.64,3
beesknees_blades,2,2170,71,3.27,3
bardianamolins,2,569,76,13.36,0
warren.le_capricieux,2,326,51,15.64,0
myabojarsky,2,1576,450,28.55,17
wallacewallacewallace,2,4235,46,1.09,1
anthonycuts,2,1938858,34683,1.79,1231
hoenest,2,3063150,89849,2.93,1834
sneakerheadnupe,2,4051,129,3.18,6
iv.jay,2,63998,12256,19.15,153
thenamestesa,2,9680,1500,15.50,50
r13denim,2,55879,1185,2.12,10
dantoffey,2,17449,150,0.86,11
beersjackkurtis,3,537,0,0.00,0
urbanzakapayongin,2,27057,347,1.28,5
delaghettoreal,2,4654243,59090,1.27,449
foreveryungs,3,231635,18801,8.12,121
conceitednyc,2,939561,25002,2.66,142
charlottebilcliffe_yoga,2,678,66,9.73,4
marimarvega,3,683183,10439,1.53,67
nicolasuribeb,2,104549,6974,6.67,69
karinboowiklander,2,44188,655,1.48,15
alaa_mercedes_talar,2,12464,336,2.70,4
scarabeocamp,2,23563,1299,5.51,28
d_lmiol_b,2,1649,134,8.13,2
alexachungstagram,3,103388,2074,2.01,7
angelicaroze,2,10609,1159,10.92,13
redsox,2,1162200,18004,1.55,37
destinationwolf,2,461049,10713,2.32,122
mearschris93,2,301756,13321,4.41,103
soniachopra,2,2713,119,4.39,6
gregoryportermusic,2,54127,3453,6.38,52
otgenasis,2,666196,19700,2.96,195
phoenix_atl,2,13945,58,0.42,2
comidinhasdadiana,2,245957,2183,0.89,63
jluxlabel,2,1095469,2926,0.27,32
strupat,2,13393,720,5.38,24
danacconlin,2,2468,251,10.17,8
markhymanmd,2,206531,1867,0.90,67
andradaymusic,2,201328,10266,5.10,139
nutritiouslifeofficial,2,34985,332,0.95,11
boounzueta,2,1445428,41119,2.84,233
devialet,2,20463,NaN,NaN,NaN
kennyortegablog,3,356221,11741,3.30,347
amaurynolasco,2,693317,30205,4.36,302
calebnatale,2,16224,1659,10.23,77
cartiamallan,2,422055,30366,7.19,198
simihaze,13,627877,27463,4.37,168
carolinebosmans,2,46889,609,1.30,21
globelusters,2,82660,815,0.99,12
cottonhousemustique,2,1877,164,8.74,5
loveyourmelon,4,567681,6794,1.20,36
erixsoekamti,2,229137,6202,2.71,18
nyoung1979,2,1810,105,5.80,1
dallasclayton,2,262148,7852,3.00,94
silasveta,2,22962,746,3.25,7
goodhyouman,4,77960,559,0.72,9
badgalriri,22,60838121,2805228,4.61,26083
_rubirose,3,289307,15489,5.35,153
goldy_z,2,32680,1619,4.95,29
thomaschristos,2,8101,225,2.78,10
haruna_kawaguchi_official,2,1419909,116244,8.19,357
crishorwang,2,3702401,55465,1.50,180
michieva_zalina,3,1650673,42149,2.55,866
toddlerlex,2,39921,1890,4.73,41
simoncarltonimages,2,11418,514,4.50,4
nuvolarilenard,2,7255,685,9.44,14
lisaschiff123,2,4899,134,2.74,5
patriciazavala,2,611097,10559,1.73,72
andy_muschietti,3,226034,23521,10.41,367
tibi,5,296703,1680,0.57,18
el_man_official,2,158167,14570,9.21,101
charlesbeckinsale,2,8957,815,9.10,25
tatawerneck,5,20503812,296132,1.44,1849
simonnygard,2,143186,6307,4.40,122
yana_leventseva,3,311469,31365,10.07,147
aubrymarie,3,309141,7549,2.44,94
mmkemio,2,428431,25963,6.06,208
leeniellou,2,1045,53,5.07,1
___noangel,2,19342,2166,11.20,26
irenekly,2,52739,409,0.78,9
zachsingerr,2,32555,406,1.25,14
raminrezaeian,2,1221217,169802,13.90,4323
lauraribeiro.x,2,45495,1306,2.87,12
monicagh_,2,58633,3461,5.90,20
marcelafetter,2,574667,24475,4.26,108
michaelbuble,2,1935256,58734,3.03,715
letischatzinger,2,9360,93,0.99,0
whypree_tho_vip,2,493927,0,0.00,0
q__n____,3,120,0,0.00,0
majesticpure,2,6305,176,2.79,119
alexisohanian,4,274663,17433,6.35,172
lozcurtis,2,1522611,41359,2.72,146
soncho12,2,5467,218,3.99,5
michelagombacci,2,66546,1578,2.37,11
functionalpatternsnl,2,1730,41,2.37,1
pantovisco,2,308207,10091,3.27,91
oromagazine,2,2582,60,2.32,1
eatingevolved,3,102780,1762,1.71,130
billryderjones,2,10141,368,3.63,9
saberawr,2,86075,2074,2.41,34
ladyantebellum,2,1306942,26858,2.06,277
francescafitnessfreak,2,91123,2143,2.35,40
faewilliams,2,69623,3152,4.53,25
streetstyleluxe,2,291071,2171,0.75,14
roksolanabogutska,2,33492,744,2.22,38
__theloopyblogger__,2,174145,9942,5.71,958
faithfullthebrand,4,384528,3347,0.87,16
samhookmusic,2,20106,294,1.46,19
chloearnoldtaps,2,39393,877,2.23,11
osa4114,2,250293,7135,2.85,39
cacti_magazine,2,3268,83,2.54,1
seftonsegedin,2,10795,345,3.20,3
meggluka,2,37443,2076,5.54,20
mollys_musings,2,36271,716,1.97,42
fineandraw,2,6551,101,1.54,1
petnetio,2,31695,121,0.38,2
taiwanjonesnfl,2,49594,690,1.39,39
easyotabor,2,81171,3676,4.53,31
middleclassfancy,2,505856,27726,5.48,1368
milanvukmirovic,3,89376,1658,1.86,17
amymasturalerr,2,347590,3915,1.13,49
paperboyo,2,330728,11715,3.54,164
ellidi_pets,2,726078,37521,5.17,360
jelanijohnson,2,885,0,0.00,0
vanillaattack,3,363359,16490,4.54,272
nataliesaidi,2,24633,346,1.40,10
lucaguarini,2,32730,2017,6.16,21
teckwrap,2,64556,1097,1.70,8
kristiedash,2,36907,1142,3.09,16
luvvlena,2,13342,2222,16.65,60
bryanhearns,2,44744,2083,4.66,68
